cidr,country,region,city,pop,code,dns_ptr,pop_dns_ptr_match
129.222.214.0/24,CL,CL-RM,Santiago,sntochl1,scl,customer.sntochl1.pop.starlinkisp.net.,True
129.222.215.0/24,CL,CL-RM,Santiago,sntochl1,scl,customer.sntochl1.pop.starlinkisp.net.,True
129.222.224.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.225.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.226.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.227.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.228.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.229.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.230.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.231.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.232.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.233.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.234.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.235.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.236.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.237.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.238.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.239.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.240.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.241.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.242.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.243.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.244.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.245.0/24,US,US-NY,New York,nwyynyx1,lga,customer.nwyynyx1.pop.starlinkisp.net.,True
129.222.246.0/24,CA,CA-NS,Halifax,mntlcan1,yul,customer.mntlcan1.pop.starlinkisp.net.,True
129.222.247.0/24,CA,CA-NS,Halifax,mntlcan1,yul,customer.mntlcan1.pop.starlinkisp.net.,True
129.222.248.0/24,US,US-GA,Atlanta,atlagax1,atl,customer.atlagax1.pop.starlinkisp.net.,True
129.222.249.0/24,US,US-GA,Atlanta,atlagax1,atl,customer.atlagax1.pop.starlinkisp.net.,True
129.222.250.0/24,US,US-GA,Atlanta,atlagax1,atl,customer.atlagax1.pop.starlinkisp.net.,True
129.222.251.0/24,US,US-GA,Atlanta,atlagax1,atl,customer.atlagax1.pop.starlinkisp.net.,True
129.222.252.0/24,US,US-GA,Atlanta,atlagax1,atl,customer.atlagax1.pop.starlinkisp.net.,True
129.222.253.0/24,US,US-GA,Atlanta,atlagax1,atl,customer.atlagax1.pop.starlinkisp.net.,True
129.222.254.0/24,US,US-GA,Atlanta,atlagax1,atl,customer.atlagax1.pop.starlinkisp.net.,True
129.222.255.0/24,US,US-GA,Atlanta,atlagax1,atl,customer.atlagax1.pop.starlinkisp.net.,True
129.224.192.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.pop.starlinkisp.net.,True
129.224.193.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.pop.starlinkisp.net.,True
129.224.194.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.pop.starlinkisp.net.,True
129.224.195.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.pop.starlinkisp.net.,True
129.224.196.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.pop.starlinkisp.net.,True
129.224.197.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.pop.starlinkisp.net.,True
129.224.198.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.pop.starlinkisp.net.,True
129.224.199.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.pop.starlinkisp.net.,True
129.224.202.0/24,MM,MM-06,Yangon,sngesgp1,sin,customer.sngesgp1.pop.starlinkisp.net.,True
129.224.203.0/24,MM,MM-06,Yangon,sngesgp1,sin,customer.sngesgp1.pop.starlinkisp.net.,True
129.224.204.0/24,SL,SL-W,Freetown,lgosnga1,los,customer.mnlaphl1.pop.starlinkisp.net.,False
129.224.205.0/24,SL,SL-W,Freetown,lgosnga1,los,customer.lgosnga1.pop.starlinkisp.net.,True
129.224.206.0/24,SY,SY-DI,Damascus,frntdeu1,fra,customer.rdmdwax3.pop.starlinkisp.net.,False
129.224.207.0/24,SY,SY-DI,Damascus,frntdeu1,fra,customer.rdmdwax3rk3.pop.starlinkisp.net.,False
129.224.210.0/24,US,US-MN,Minneapolis,mplsmnx1,msp,customer.mplsmnx1.pop.starlinkisp.net.,True
129.224.211.0/24,US,US-MN,Minneapolis,mplsmnx1,msp,customer.mplsmnx1.pop.starlinkisp.net.,True
129.224.212.0/24,US,US-FL,Miami,mmmiflx1,mia,customer.mmmiflx1.pop.starlinkisp.net.,True
129.224.213.0/24,US,US-FL,Miami,mmmiflx1,mia,customer.mmmiflx1.pop.starlinkisp.net.,True
129.224.214.0/24,AR,AR-C,Buenos Aires,bnssarg1,eze,customer.bnssarg1.pop.starlinkisp.net.,True
129.224.215.0/24,AR,AR-C,Buenos Aires,bnssarg1,eze,customer.bnssarg1.pop.starlinkisp.net.,True
135.129.112.0/24,CA,CA-NU,Iqaluit,mntlcan1,yul,customer.nwyynyx1.pop.starlinkisp.net.,False
135.129.113.0/24,CA,CA-NU,Iqaluit,mntlcan1,yul,customer.nwyynyx1.pop.starlinkisp.net.,False
135.129.118.0/24,US,US-FL,Miami,mmmiflx1,mia,customer.mmmiflx1.pop.starlinkisp.net.,True
135.129.120.0/24,CO,CO-DC,Bogota,bgtacol1,bog,customer.bgtacol1.pop.starlinkisp.net.,True
135.129.121.0/24,CO,CO-DC,Bogota,bgtacol1,bog,customer.bgtacol1.pop.starlinkisp.net.,True
135.129.124.0/24,NG,NG-LA,Lagos,lgosnga1,los,customer.lgosnga1.pop.starlinkisp.net.,True
135.129.125.0/24,NG,NG-LA,Lagos,lgosnga1,los,customer.lgosnga1.pop.starlinkisp.net.,True
135.129.126.0/24,US,US-MT,Billings,sltyutx1,pvu,customer.sngesgp1.pop.starlinkisp.net.,False
135.129.127.0/24,US,US-MT,Billings,sltyutx1,pvu,customer.gtmygtm1.pop.starlinkisp.net.,False
138.84.32.0/24,CL,CL-RM,Santiago,sntochl1,scl,,False
138.84.33.0/24,CL,CL-RM,Santiago,sntochl1,scl,,False
138.84.34.0/24,CL,CL-RM,Santiago,sntochl1,scl,,False
138.84.35.0/24,CL,CL-RM,Santiago,sntochl1,scl,,False
138.84.36.0/24,BO,BO-S,Santa Cruz de la Sierra,limaper1,lim,,False
138.84.37.0/24,BO,BO-S,Santa Cruz de la Sierra,limaper1,lim,,False
138.84.39.0/24,PE,PE-LMA,Lima,limaper1,lim,,False
138.84.41.0/24,CO,CO-DC,Bogota,bgtacol1,bog,,False
138.84.44.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,,False
138.84.45.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,,False
138.84.48.0/24,CO,CO-DC,Bogota,bgtacol1,bog,,False
138.84.52.0/24,CO,CO-DC,Bogota,bgtacol1,bog,,False
138.84.53.0/24,CO,CO-DC,Bogota,bgtacol1,bog,,False
138.84.54.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,,False
138.84.55.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,,False
138.84.56.0/24,BR,BR-SP,Sao Paulo,splobra1,gru,,False
138.84.57.0/24,BR,BR-SP,Sao Paulo,splobra1,gru,,False
138.84.58.0/24,BR,BR-DF,Brasilia,brsabra1,bsb,,False
138.84.59.0/24,BR,BR-DF,Brasilia,brsabra1,bsb,,False
138.84.62.0/24,AR,AR-C,Buenos Aires,sntochl1,scl,,False
138.84.63.0/24,AR,AR-C,Buenos Aires,sntochl1,scl,,False
143.105.0.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.1.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.2.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.3.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.6.0/24,CA,CA-ON,Toronto,mntlcan1,yul,customer.mntlcan1.isp.starlink.com.,True
143.105.8.0/24,CA,CA-AB,Calgary,sttlwax1,sea,customer.sttlwax1.isp.starlink.com.,True
143.105.9.0/24,CA,CA-AB,Calgary,sttlwax1,sea,customer.sttlwax1.isp.starlink.com.,True
143.105.10.0/24,CA,CA-BC,Vancouver,sttlwax1,sea,customer.sttlwax1.isp.starlink.com.,True
143.105.11.0/24,CA,CA-BC,Vancouver,sttlwax1,sea,customer.sttlwax1.isp.starlink.com.,True
143.105.12.0/24,US,US-IL,Chicago,chcoilx1,ord,customer.chcoilx1.isp.starlink.com.,True
143.105.13.0/24,US,US-IL,Chicago,chcoilx1,ord,customer.chcoilx1.isp.starlink.com.,True
143.105.14.0/24,CA,CA-ON,Toronto,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.15.0/24,CA,CA-ON,Toronto,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.16.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,customer.qrtomex1.isp.starlink.com.,True
143.105.17.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,customer.qrtomex1.isp.starlink.com.,True
143.105.18.0/24,VE,VE-A,Caracas,bgtacol1,bog,customer.mmmiflx1.isp.starlink.com.,False
143.105.19.0/24,VE,VE-A,Caracas,bgtacol1,bog,customer.isp.starlink.com.,False
143.105.20.0/24,US,US-FL,Miami,mmmiflx1,mia,customer.mmmiflx1.isp.starlink.com.,True
143.105.21.0/24,US,US-FL,Miami,mmmiflx1,mia,customer.mmmiflx1.isp.starlink.com.,True
143.105.22.0/24,US,US-FL,Miami,mmmiflx1,mia,customer.mmmiflx1.isp.starlink.com.,True
143.105.23.0/24,US,US-FL,Miami,mmmiflx1,mia,customer.mmmiflx1.isp.starlink.com.,True
143.105.24.0/24,BR,BR-SP,Sao Paulo,splobra1,gru,customer.splobra1.isp.starlink.com.,True
143.105.25.0/24,BR,BR-SP,Sao Paulo,splobra1,gru,customer.splobra1.isp.starlink.com.,True
143.105.26.0/24,KE,KE-30,Nairobi,nrbiken1,nbo,customer.nrbiken1.isp.starlink.com.,True
143.105.27.0/24,KE,KE-30,Nairobi,nrbiken1,nbo,customer.nrbiken1.isp.starlink.com.,True
143.105.28.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,customer.mmmiflx1.isp.starlink.com.,False
143.105.29.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,customer.isp.starlink.com.,False
143.105.30.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,customer.isp.starlink.com.,False
143.105.31.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,customer.bgtacol1.isp.starlink.com.,False
143.105.32.0/24,BF,BF-03,Ouagadougou,mdrdesp1,mad,customer.isp.starlink.com.,False
143.105.33.0/24,BF,BF-03,Ouagadougou,mdrdesp1,mad,customer.mmmiflx1.isp.starlink.com.,False
143.105.36.0/24,ZW,ZW-HA,Harare,jhngzaf1,jnb,customer.jhngzaf1.isp.starlink.com.,True
143.105.37.0/24,ZW,ZW-HA,Harare,jhngzaf1,jnb,customer.jhngzaf1.isp.starlink.com.,True
143.105.38.0/24,CA,CA-MB,Winnipeg,mplsmnx1,msp,customer.mplsmnx1.isp.starlink.com.,True
143.105.39.0/24,CA,CA-MB,Winnipeg,mplsmnx1,msp,customer.mplsmnx1.isp.starlink.com.,True
143.105.40.0/24,ZA,ZA-GP,Johannesburg,jhngzaf1,jnb,customer.jhngzaf1.isp.starlink.com.,True
143.105.41.0/24,ZA,ZA-GP,Johannesburg,jhngzaf1,jnb,customer.jhngzaf1.isp.starlink.com.,True
143.105.46.0/24,PR,,San Juan,mmmiflx1,mia,customer.limaper1.isp.starlink.com.,False
143.105.47.0/24,PR,,San Juan,mmmiflx1,mia,customer.jhngzaf1.isp.starlink.com.,False
143.105.48.0/24,MZ,MZ-MPM,Maputo,jhngzaf1,jnb,customer.bnssarg1.isp.starlink.com.,False
143.105.49.0/24,MZ,MZ-MPM,Maputo,jhngzaf1,jnb,customer.jhngzaf1.isp.starlink.com.,True
143.105.50.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.51.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.52.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.53.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.54.0/24,CA,CA-NL,Saint John's,mntlcan1,yul,customer.lgosnga1.isp.starlink.com.,False
143.105.55.0/24,CA,CA-NL,Saint John's,mntlcan1,yul,customer.isp.starlink.com.,False
143.105.56.0/24,US,US-MN,Minneapolis,mplsmnx1,msp,customer.mplsmnx1.isp.starlink.com.,True
143.105.57.0/24,US,US-MN,Minneapolis,mplsmnx1,msp,customer.mplsmnx1.isp.starlink.com.,True
143.105.58.0/24,US,US-AZ,Phoenix,tmpeazx1,phx,customer.tmpeazx1.isp.starlink.com.,True
143.105.59.0/24,US,US-AZ,Phoenix,tmpeazx1,phx,customer.tmpeazx1.isp.starlink.com.,True
143.105.60.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.isp.starlink.com.,True
143.105.61.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.isp.starlink.com.,True
143.105.62.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.isp.starlink.com.,True
143.105.63.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.isp.starlink.com.,True
143.105.68.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,customer.qrtomex1.isp.starlink.com.,True
143.105.69.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,customer.qrtomex1.isp.starlink.com.,True
143.105.70.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,customer.qrtomex1.isp.starlink.com.,True
143.105.71.0/24,MX,MX-CMX,Mexico City,qrtomex1,qro,customer.qrtomex1.isp.starlink.com.,True
143.105.76.0/24,CL,CL-RM,Santiago,sntochl1,scl,customer.sntochl1.isp.starlink.com.,True
143.105.77.0/24,CL,CL-RM,Santiago,sntochl1,scl,customer.sntochl1.isp.starlink.com.,True
143.105.78.0/24,CL,CL-RM,Santiago,sntochl1,scl,customer.sntochl1.isp.starlink.com.,True
143.105.79.0/24,CL,CL-RM,Santiago,sntochl1,scl,customer.sntochl1.isp.starlink.com.,True
143.105.82.0/24,BR,BR-CE,Fortaleza,frtabra1,for,customer.frtabra1.isp.starlink.com.,True
143.105.83.0/24,BR,BR-CE,Fortaleza,frtabra1,for,customer.frtabra1.isp.starlink.com.,True
143.105.84.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.isp.starlink.com.,True
143.105.85.0/24,US,US-TX,Dallas,dllstxx1,dfw,customer.dllstxx1.isp.starlink.com.,True
143.105.86.0/24,AR,AR-C,Buenos Aires,bnssarg1,eze,customer.bnssarg1.isp.starlink.com.,True
143.105.87.0/24,AR,AR-C,Buenos Aires,bnssarg1,eze,customer.bnssarg1.isp.starlink.com.,True
143.105.88.0/24,US,US-CO,Denver,dnvrcox1,den,customer.dnvrcox1.isp.starlink.com.,True
143.105.89.0/24,US,US-CO,Denver,dnvrcox1,den,customer.dnvrcox1.isp.starlink.com.,True
143.105.90.0/24,US,US-CA,Los Angeles,lsancax1,lax,customer.lsancax1.isp.starlink.com.,True
143.105.91.0/24,US,US-CA,Los Angeles,lsancax1,lax,customer.lsancax1.isp.starlink.com.,True
143.105.92.0/24,CA,CA-AB,Calgary,clgycan1,yyc,customer.sttlwax1.isp.starlink.com.,False
143.105.93.0/24,CA,CA-AB,Calgary,clgycan1,yyc,customer.sttlwax1.isp.starlink.com.,False
143.105.96.0/24,AR,AR-C,Buenos Aires,sntochl1,scl,customer.sntochl1.isp.starlink.com.,True
143.105.97.0/24,AR,AR-C,Buenos Aires,sntochl1,scl,customer.sntochl1.isp.starlink.com.,True
143.105.98.0/24,CO,CO-DC,Bogota,bgtacol1,bog,customer.bgtacol1.isp.starlink.com.,True
143.105.99.0/24,CO,CO-DC,Bogota,bgtacol1,bog,customer.bgtacol1.isp.starlink.com.,True
143.105.100.0/24,CA,CA-NB,Fredericton,mntlcan1,yul,customer.mntlcan1.isp.starlink.com.,True
143.105.101.0/24,CA,CA-NB,Fredericton,mntlcan1,yul,customer.mntlcan1.isp.starlink.com.,True
143.105.102.0/24,NG,NG-LA,Lagos,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.103.0/24,NG,NG-LA,Lagos,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.104.0/24,US,US-UT,Salt Lake City,sltyutx1,pvu,customer.sltyutx1.isp.starlink.com.,True
143.105.105.0/24,US,US-UT,Salt Lake City,sltyutx1,pvu,customer.sltyutx1.isp.starlink.com.,True
143.105.106.0/24,US,US-HI,Honolulu,lsancax1,lax,customer.lgosnga1.isp.starlink.com.,False
143.105.107.0/24,US,US-HI,Honolulu,lsancax1,lax,customer.lsancax1.isp.starlink.com.,True
143.105.108.0/24,PY,PY-ASU,Asuncion,bnssarg1,eze,customer.bnssarg1.isp.starlink.com.,True
143.105.109.0/24,PY,PY-ASU,Asuncion,bnssarg1,eze,customer.bnssarg1.isp.starlink.com.,True
143.105.110.0/24,US,US-IL,Chicago,chcoilx1,ord,customer.chcoilx1.isp.starlink.com.,True
143.105.111.0/24,US,US-IL,Chicago,chcoilx1,ord,customer.chcoilx1.isp.starlink.com.,True
143.105.114.0/24,US,US-IL,Chicago,chcoilx1,ord,customer.chcoilx1.isp.starlink.com.,True
143.105.115.0/24,US,US-IL,Chicago,chcoilx1,ord,customer.chcoilx1.isp.starlink.com.,True
143.105.116.0/24,US,US-CA,San Jose,snjecax1,sjc,customer.snjecax1.isp.starlink.com.,True
143.105.117.0/24,US,US-CA,San Jose,snjecax1,sjc,customer.snjecax1.isp.starlink.com.,True
143.105.118.0/24,US,US-CA,San Jose,snjecax1,sjc,customer.snjecax1.isp.starlink.com.,True
143.105.119.0/24,US,US-CA,San Jose,snjecax1,sjc,customer.snjecax1.isp.starlink.com.,True
143.105.122.0/24,SV,SV-SS,San Salvador,gtmygtm1,gua,customer.gtmygtm1.isp.starlink.com.,True
143.105.123.0/24,SV,SV-SS,San Salvador,gtmygtm1,gua,customer.gtmygtm1.isp.starlink.com.,True
143.105.124.0/24,SX,,Philipsburg,mmmiflx1,mia,customer.mmmiflx1.isp.starlink.com.,True
143.105.125.0/24,SX,,Philipsburg,mmmiflx1,mia,customer.mmmiflx1.isp.starlink.com.,True
143.105.126.0/24,VC,VC-04,Kingstown,mmmiflx1,mia,customer.bgtacol1.isp.starlink.com.,False
143.105.127.0/24,VC,VC-04,Kingstown,mmmiflx1,mia,customer.bgtacol1.isp.starlink.com.,False
143.105.128.0/24,GY,GY-DE,Georgetown,frtabra1,for,customer.frtabra1.isp.starlink.com.,True
143.105.129.0/24,GY,GY-DE,Georgetown,frtabra1,for,customer.frtabra1.isp.starlink.com.,True
143.105.130.0/24,LC,LC-02,Castries,mmmiflx1,mia,customer.bgtacol1.isp.starlink.com.,False
143.105.131.0/24,LC,LC-02,Castries,mmmiflx1,mia,customer.bgtacol1.isp.starlink.com.,False
143.105.132.0/24,CI,CI-AB,Abdijan,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.133.0/24,CI,CI-AB,Abdijan,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.134.0/24,AR,AR-C,Buenos Aires,sntochl1,scl,customer.sntochl1.isp.starlink.com.,True
143.105.135.0/24,AR,AR-C,Buenos Aires,sntochl1,scl,customer.sntochl1.isp.starlink.com.,True
143.105.136.0/24,AR,AR-C,Buenos Aires,bnssarg1,eze,customer.bnssarg1.isp.starlink.com.,True
143.105.137.0/24,AR,AR-C,Buenos Aires,bnssarg1,eze,customer.bnssarg1.isp.starlink.com.,True
143.105.138.0/24,AR,AR-C,Buenos Aires,sntochl1,scl,customer.sntochl1.isp.starlink.com.,True
143.105.139.0/24,AR,AR-C,Buenos Aires,sntochl1,scl,customer.sntochl1.isp.starlink.com.,True
143.105.140.0/24,BR,BR-SP,Sao Paulo,splobra1,gru,customer.splobra1.isp.starlink.com.,True
143.105.141.0/24,BR,BR-SP,Sao Paulo,splobra1,gru,customer.splobra1.isp.starlink.com.,True
143.105.142.0/24,BR,BR-SP,Sao Paulo,splobra1,gru,customer.splobra1.isp.starlink.com.,True
143.105.143.0/24,BR,BR-SP,Sao Paulo,splobra1,gru,customer.splobra1.isp.starlink.com.,True
143.105.144.0/24,LR,LR-MO,Monrovia,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.145.0/24,LR,LR-MO,Monrovia,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.147.0/24,VE,VE-A,Caracas,bgtacol1,bog,customer.bgtacol1.isp.starlink.com.,True
143.105.148.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.149.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.150.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.151.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.152.0/24,CM,CM-CE,Yaoundé,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.153.0/24,CM,CM-CE,Yaoundé,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.154.0/24,SZ,SZ-HH,Mbabane,jhngzaf1,jnb,customer.jhngzaf1.isp.starlink.com.,True
143.105.155.0/24,SZ,SZ-HH,Mbabane,jhngzaf1,jnb,customer.jhngzaf1.isp.starlink.com.,True
143.105.156.0/24,PE,PE-LMA,Lima,limaper1,lim,customer.limaper1.isp.starlink.com.,True
143.105.157.0/24,PE,PE-LMA,Lima,limaper1,lim,customer.limaper1.isp.starlink.com.,True
143.105.158.0/24,US,US-AZ,Tempe,tmpeazx1,phx,customer.tmpeazx1.isp.starlink.com.,True
143.105.159.0/24,US,US-AZ,Tempe,tmpeazx1,phx,customer.tmpeazx1.isp.starlink.com.,True
143.105.160.0/24,TD,TD-ND,N'Djamena,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.161.0/24,TD,TD-ND,N'Djamena,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.162.0/24,TD,TD-ND,N'Djamena,sfiabgr1,sof,customer.sfiabgr1.isp.starlink.com.,True
143.105.163.0/24,TD,TD-ND,N'Djamena,sfiabgr1,sof,customer.sfiabgr1.isp.starlink.com.,True
143.105.164.0/24,VE,VE-A,Caracas,frtabra1,for,customer.mmmiflx1.isp.starlink.com.,False
143.105.165.0/24,VE,VE-A,Caracas,frtabra1,for,customer.mmmiflx1.isp.starlink.com.,False
143.105.166.0/24,KZ,KZ-71,Astana,sfiabgr1,sof,customer.sfiabgr1.isp.starlink.com.,True
143.105.167.0/24,KZ,KZ-71,Astana,sfiabgr1,sof,customer.sfiabgr1.isp.starlink.com.,True
143.105.168.0/24,DM,DM-04,Roseau,mmmiflx1,mia,customer.mmmiflx1.isp.starlink.com.,True
143.105.169.0/24,DM,DM-04,Roseau,mmmiflx1,mia,customer.mmmiflx1.isp.starlink.com.,True
143.105.170.0/24,GD,GD-03,Saint George's,mmmiflx1,mia,customer.bgtacol1.isp.starlink.com.,False
143.105.171.0/24,GD,GD-03,Saint George's,mmmiflx1,mia,customer.bgtacol1.isp.starlink.com.,False
143.105.172.0/24,NG,NG-LA,Lagos,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.173.0/24,NG,NG-LA,Lagos,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.174.0/24,NG,NG-LA,Lagos,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.175.0/24,NG,NG-LA,Lagos,lgosnga1,los,customer.lgosnga1.isp.starlink.com.,True
143.105.180.0/24,PE,PE-LMA,Lima,limaper1,lim,customer.limaper1.isp.starlink.com.,True
143.105.181.0/24,PE,PE-LMA,Lima,limaper1,lim,customer.limaper1.isp.starlink.com.,True
143.105.182.0/24,US,US-CO,Denver,dnvrcox1,den,customer.dnvrcox1.isp.starlink.com.,True
143.105.183.0/24,US,US-CO,Denver,dnvrcox1,den,customer.dnvrcox1.isp.starlink.com.,True
143.105.184.0/24,GW,GW-BS,Bissau,mdrdesp1,mad,customer.lgosnga1.isp.starlink.com.,False
143.105.185.0/24,GW,GW-BS,Bissau,mdrdesp1,mad,customer.lgosnga1.isp.starlink.com.,False
143.105.186.0/24,SS,SS-EC,Juba,nrbiken1,nbo,customer.nrbiken1.isp.starlink.com.,True
143.105.187.0/24,SS,SS-EC,Juba,nrbiken1,nbo,customer.nrbiken1.isp.starlink.com.,True
143.105.188.0/24,US,US-MN,Minneapolis,mplsmnx1,msp,customer.mplsmnx1.isp.starlink.com.,True
143.105.189.0/24,US,US-MN,Minneapolis,mplsmnx1,msp,customer.mplsmnx1.isp.starlink.com.,True
143.105.190.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.191.0/24,US,US-VA,Ashburn,ashnvax2,iad,customer.ashnvax2.isp.starlink.com.,True
143.105.192.0/24,US,US-IL,Chicago,chcoilx1,ord,customer.chcoilx1.isp.starlink.com.,True
143.105.193.0/24,US,US-IL,Chicago,chcoilx1,ord,customer.chcoilx1.isp.starlink.com.,True
143.105.194.0/24,CA,CA-ON,Toronto,mntlcan1,yul,customer.mntlcan1.isp.starlink.com.,True
143.105.195.0/24,CA,CA-ON,Toronto,mntlcan1,yul,customer.mntlcan1.isp.starlink.com.,True
143.105.196.0/24,CA,CA-QC,Montreal,mntlcan1,yul,customer.mntlcan1.isp.starlink.com.,True
143.105.197.0/24,CA,CA-QC,Montreal,mntlcan1,yul,customer.mntlcan1.isp.starlink.com.,True
143.105.198.0/24,CA,CA-QC,Montreal,mntlcan1,yul,customer.mntlcan1.isp.starlink.com.,True
143.105.199.0/24,CA,CA-QC,Montreal,mntlcan1,yul,customer.mntlcan1.isp.starlink.com.,True
